Id,City,Country,Latitude,Longitude,Time,Description,Max Temp,Humidity,Wind Speed,Cloudiness,Rain,Snow
976,Arica,CL,-18.475,-70.3042,2021-04-18 15:35:12,overcast clouds,69.8,64,2.3,90,0,0
977,Ozernovskiy,RU,51.5,156.5167,2021-04-18 15:35:12,light snow,33.6,72,12.06,100,0,0
978,Athabasca,CA,54.7169,-113.2854,2021-04-18 15:35:13,overcast clouds,37.4,69,6.91,91,0,0
979,Strezhevoy,RU,60.7333,77.5889,2021-04-18 15:35:13,overcast clouds,14.0,52,8.95,90,0,0
980,Redmond,US,47.674,-122.1215,2021-04-18 15:33:39,broken clouds,59.0,50,3.0,65,0,0
981,Chibuto,MZ,-24.6867,33.5306,2021-04-18 15:35:14,scattered clouds,66.34,66,6.38,35,0,0
982,Gizo Government Station,SB,-8.103,156.8419,2021-04-18 15:35:14,broken clouds,83.1,69,1.14,84,0,0
983,Poso,ID,-1.3959,120.7524,2021-04-18 15:35:15,overcast clouds,79.0,72,4.27,100,0,0
984,Akdepe,TM,42.0551,59.3788,2021-04-18 15:35:15,clear sky,75.2,23,6.91,0,0,0
985,Maisach,DE,48.2167,11.2667,2021-04-18 15:35:17,broken clouds,44.01,70,6.91,75,0,0
986,Ben Gardane,TN,33.1378,11.2197,2021-04-18 15:35:17,scattered clouds,63.88,57,16.04,34,0,0
987,Nísia Floresta,BR,-6.0911,-35.2086,2021-04-18 15:35:18,light rain,84.2,70,14.97,75,0,0
988,Diplo,PK,24.4667,69.584,2021-04-18 15:35:18,broken clouds,87.24,45,15.59,73,0,0
989,Lufilufi,WS,-13.8745,-171.5986,2021-04-18 15:35:18,light rain,82.62,77,18.63,93,0,0
990,Sørland,NO,67.667,12.6934,2021-04-18 15:35:19,clear sky,48.2,61,10.36,0,0,0
991,Antofagasta,CL,-23.65,-70.4,2021-04-18 15:35:19,few clouds,73.0,72,10.36,20,0,0
992,Djibouti,DJ,11.5,42.5,2021-04-18 15:35:20,broken clouds,84.2,70,4.61,75,0,0
993,Amga,RU,60.8953,131.9608,2021-04-18 15:35:20,overcast clouds,22.48,85,8.19,100,0,0
994,Alice Springs,AU,-23.7,133.8833,2021-04-18 15:35:20,clear sky,48.2,57,4.61,0,0,0
995,Willowmore,ZA,-33.2926,23.4895,2021-04-18 15:35:21,clear sky,76.96,17,5.7,0,0,0
996,Inndyr,NO,67.0338,14.0276,2021-04-18 15:35:21,clear sky,53.6,40,10.36,0,0,0
997,Anzio,IT,41.4853,12.6179,2021-04-18 15:35:22,moderate rain,54.0,85,4.0,90,0,0
998,Baruun-Urt,MN,46.6806,113.2792,2021-04-18 15:35:22,scattered clouds,43.59,31,14.99,32,0,0
999,Villazón,BO,-22.0866,-65.5942,2021-04-18 15:35:22,clear sky,56.39,39,2.98,2,0,0
1000,Lamar,US,33.6668,-95.5836,2021-04-18 15:35:23,clear sky,59.0,71,9.22,1,0,0
1001,Conakry,GN,9.538,-13.6773,2021-04-18 15:35:24,few clouds,87.8,62,13.8,20,0,0
1002,Ust'-Kut,RU,56.7938,105.7672,2021-04-18 15:35:24,overcast clouds,21.4,88,3.06,100,0,0
1003,Kuliyapitiya,LK,7.4688,80.0401,2021-04-18 15:35:24,few clouds,84.2,74,9.22,20,0,0
1004,Ibrā’,OM,22.6906,58.5334,2021-04-18 15:35:25,overcast clouds,89.96,10,10.02,98,0,0
1005,Berezovyy,RU,51.6667,135.7,2021-04-18 15:35:25,broken clouds,37.24,95,3.13,78,0,0
1006,Menongue,AO,-14.6585,17.691,2021-04-18 15:35:26,few clouds,73.22,49,5.64,21,0,0
1007,Kjøllefjord,NO,70.9457,27.3465,2021-04-18 15:35:26,clear sky,41.0,65,12.66,0,0,0
1008,Saint-Raphaël,HT,19.4333,-72.2,2021-04-18 15:35:27,clear sky,90.39,30,4.61,2,0,0
1009,Synya,RU,65.3718,58.0387,2021-04-18 15:35:27,overcast clouds,15.15,92,2.89,94,0,0
1010,Malumfashi,NG,11.7853,7.6218,2021-04-18 15:33:11,overcast clouds,100.09,12,6.44,99,0,0
1011,Sterling,US,39.0062,-77.4286,2021-04-18 15:35:28,few clouds,62.01,47,8.05,20,0,0
1012,Black River,JM,18.0264,-77.8487,2021-04-18 15:35:28,few clouds,84.2,65,12.66,20,0,0
1013,Flin Flon,CA,54.7682,-101.865,2021-04-18 15:35:28,scattered clouds,24.8,63,9.22,40,0,0
1014,Firminópolis,BR,-16.5819,-50.305,2021-04-18 15:35:29,clear sky,83.35,52,4.0,0,0,0
1015,Strunga,RO,47.1667,26.9833,2021-04-18 15:35:29,overcast clouds,54.0,61,4.0,100,0,0
1016,Lucapa,AO,-8.4192,20.7447,2021-04-18 15:35:30,light rain,75.15,77,3.78,58,0,0
1017,Santo Antônio,BR,-6.3106,-35.4789,2021-04-18 15:35:30,broken clouds,84.2,70,14.97,75,0,0
1018,Boo,SE,59.3333,18.2833,2021-04-18 15:35:30,clear sky,53.6,30,10.36,0,0,0
1019,Galveston,US,29.3669,-94.9669,2021-04-18 15:35:31,clear sky,59.0,67,18.41,1,0,0
1020,Kolokani,ML,13.5728,-8.0339,2021-04-18 15:35:31,overcast clouds,103.55,10,7.54,93,0,0
1021,Roebourne,AU,-20.7833,117.1333,2021-04-18 15:35:32,clear sky,80.6,55,4.43,0,0,0
1022,Batangafo,CF,7.3008,18.2833,2021-04-18 15:35:32,overcast clouds,88.12,43,8.25,100,0,0
